"ID задачи","Проект","Теги","Заголовок","Заявитель","Создана","Обновлена","Завершенная","Приоритет","Тип","Состояние","Исполнитель","Подсистема","Версии исправления","Затронутые версии","Исправлено в сборке","Описание","Голоса"
"12V-57","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке параметра deliveryTime меньше допустимого в запросе на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 200 OK","root","28 Sep 2023 22:37","28 Sep 2023 22:48",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Окружение:** адрес сервера <https://8112b454-03e0-458d-b557-df4a3602a59e.serverhub.praktikum-services.ru>

**Шаги воспроизведения:**

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать:

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsCount\>0\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsWeight\>1\</productsWeight\>

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>6\</deliveryTime\>

\</InputModel\>

**ОР:** Код и статус ответа 400 Bad Request

**ФР:** 200 OK

\<response name=""Привезём быстро""/\>","0"
"12V-58","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке параметра deliveryTime больше допустимого в запросе на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 200 OK","root","28 Sep 2023 22:41","28 Sep 2023 22:46",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Окружение:** адрес сервера <https://8112b454-03e0-458d-b557-df4a3602a59e.serverhub.praktikum-services.ru>

**Шаги воспроизведения:**

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать:

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsCount\>0\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsWeight\>1\</productsWeight\>

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>22\</deliveryTime\>

\</InputModel\>

**ОР:** Код и статус ответа 400 Bad Request

**ФР:** 200 OK

\<response name=""Привезём быстро""/\>","0"
"12V-56","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке запроса без параметра productsWeight на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 500 Inernal Server Error","root","28 Sep 2023 22:29","28 Sep 2023 22:32",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Окружение:** адрес стенда <https://50fbd201-907a-4407-aa50-78ddf5ce7380.serverhub.praktikum-services.ru>

**Шаги воспроизведения:**

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать:

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsCount\>8\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>20\</deliveryTime\>

\</InputModel\>

**ОР:** Код и статус ответа 400 Bad Request

**ФР:** 500 Inernal Server Error

{

""code"": 500,

""message"": ""Cannot read property '0' of undefined""

}","0"
"12V-53","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке запроса без параметра productsCount на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 500 Inernal Server Error","root","28 Sep 2023 21:49","28 Sep 2023 22:28",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Окружение:** адрес стенда https://50fbd201-907a-4407-aa50-78ddf5ce7380.serverhub.praktikum-services.ru

**Шаги воспроизведения:**

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать:



```xml
<productsWeight>1</productsWeight>
<deliveryTime>20</deliveryTime>
```

**ОР:** Код и статус ответа 400 Bad Request

**ФР:** 500 Inernal Server Error

{
""code"": 500,
""message"": ""Cannot read property '0' of undefined""
}","0"
"12V-55","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке параметра productsWeight другого типа в запросе на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 200 OK","root","28 Sep 2023 22:21","28 Sep 2023 22:25",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Окружение:** адрес сервера \\\<\<<https://8112b454-03e0-458d-b557-df4a3602a59e.serverhub.praktikum-services.ru>\>\\\>

**Шаги воспроизведения:**

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать:

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsCount\>8\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsWeight\>АА\</productsWeight\>

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>20\</deliveryTime\>

\</InputModel\>

**ОР:** Код и статус ответа 400 Bad Request

**ФР:** 200 OK

\<response name=""Привезём быстро"" isItPossibleToDeliver=""true"" hostDeliveryCost=""23"" clientDeliveryCost=""0""\>

&nbsp;&nbsp;&nbsp;&nbsp;\<toBeDeliveredTime\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<min\>25\</min\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<max\>30\</max\>

&nbsp;&nbsp;&nbsp;&nbsp;\</toBeDeliveredTime\>

\</response\>","0"
"12V-52","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке параметра productsCount другого типа в запросе на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 200 OK","root","28 Sep 2023 21:44","28 Sep 2023 22:21",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","Окружение: адрес сервера \<<https://8112b454-03e0-458d-b557-df4a3602a59e.serverhub.praktikum-services.ru>\>

Шаги воспроизведения:

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать:

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<\>АА\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsWeight\>1\</productsWeight\>

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>20\</deliveryTime\>

\</InputModel\>

ОР: Код и статус ответа 400 Bad Request

ФР: 200 OK

\<response name=""Привезём быстро"" isItPossibleToDeliver=""true"" hostDeliveryCost=""23"" clientDeliveryCost=""0""\>

&nbsp;&nbsp;&nbsp;&nbsp;\<toBeDeliveredTime\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<min\>25\</min\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<max\>30\</max\>

&nbsp;&nbsp;&nbsp;&nbsp;\</toBeDeliveredTime\>

\</response\>","0"
"12V-54","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке отрицательного веса в запросе на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 200 OK","root","28 Sep 2023 22:06","28 Sep 2023 22:09",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","Окружение: адрес сервера \<<https://8112b454-03e0-458d-b557-df4a3602a59e.serverhub.praktikum-services.ru>\> 

Шаги воспроизведения:

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать: 

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsCount\>2\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsWeight\>-0.1\</productsWeight\>

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>20\</deliveryTime\>

\</InputModel\>

ОР: Код и статус ответа 400 Bad Request

ФР: 200 OK

\<response name=""Привезём быстро"" isItPossibleToDeliver=""true"" hostDeliveryCost=""23"" clientDeliveryCost=""0""\>

&nbsp;&nbsp;&nbsp;&nbsp;\<toBeDeliveredTime\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<min\>25\</min\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<max\>30\</max\>

&nbsp;&nbsp;&nbsp;&nbsp;\</toBeDeliveredTime\>

\</response\>","0"
"12V-51","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint7","При отправке отрицательного количества в запросе на доставку ""Привезем быстро""  /fast-delivery/v3.1.1/calculate-delivery.xml приходит ответ 200 OK","root","28 Sep 2023 21:40","28 Sep 2023 21:40",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Окружение**\: адрес сервера <https://8112b454-03e0-458d-b557-df4a3602a59e.serverhub.praktikum-services.ru> 

**Шаги воспроизведения:** 

Отправить POST запрос на доставку ""Привезем быстро"" /fast-delivery/v3.1.1/calculate-delivery.xml

В теле указать: 

\<InputModel\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsCount\>-1\</productsCount\>

&nbsp;&nbsp;&nbsp;&nbsp;\<productsWeight\>1\</productsWeight\>

&nbsp;&nbsp;&nbsp;&nbsp;\<deliveryTime\>20\</deliveryTime\>

\</InputModel\>

**ОР:** Код и статус ответа 400 Bad Request

**ФР:** 200 OK

\<response name=""Привезём быстро"" isItPossibleToDeliver=""true"" hostDeliveryCost=""23"" clientDeliveryCost=""0""\>

&nbsp;&nbsp;&nbsp;&nbsp;\<toBeDeliveredTime\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<min\>25\</min\>

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;\<max\>30\</max\>

&nbsp;&nbsp;&nbsp;&nbsp;\</toBeDeliveredTime\>

\</response\>","0"
"12V-48","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Не открывается окно карточки станции с кнопками «Отсюда» и «Сюда» при нажатии на станцию при помощи лонг-тапа","root","28 Aug 2023 18:08","28 Aug 2023 22:37",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие**\: установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург

**Шаги воспроизведения:**

1\. Установить в настройках чек-бокс ""Выбирать станции касанием""

2\. При помощи лонг-тапа нажать на станцию ""Горьковская""

   **ОР:** После нажатия при помощи лонг-тапа на станцию отображается карточка станции с кнопками «Отсюда» и «Сюда». При этом схема остаётся в том же положении, которое выбрал пользователь

   **ФР:** После нажатия при помощи лонг-тапа на станцию отображается карточка станции без кнопок «Отсюда» и «Сюда». При этом схема остаётся в том же положении, которое выбрал пользователь

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-50","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Новые станции не отображаются на первом и втором месте в истории маршрута при наличии трех станций в истории до построения маршрута","root","28 Aug 2023 22:01","28 Aug 2023 22:03",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, в истории маршрута в списке станций есть три станции

**Шаги воспроизведения:**

1\. Ввести в поле Откуда названии станции “Спортивная”

2\. Ввести в поле Куда название станции “Садовая”

   **ОР:** После ввода новых станций построится маршрут, маршрут отобразится в истории, на первом месте в списке станций отобразится станция из поля Откуда, на втором месте в списке станций отобразится станция из поля Куда

   **ФР:** После ввода новых станций построился маршрут, маршрут отобразился в истории, на первом месте в списке станций не отобразилась станция из поля Откуда, на втором месте в списке станций не отобразилась станция из поля Куда

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-49","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Новые станции не отображаются на первом и втором месте в истории маршрута при наличии двух станций в истории до построения маршрута","root","28 Aug 2023 21:59","28 Aug 2023 22:00",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, в истории маршрута в списке станций есть две станции

**Шаги воспроизведения:**

1. Ввести в поле Откуда названии станции “Спортивная”

2. Ввести в поле Куда название станции “Садовая”

   **ОР:** После ввода новых станций построится маршрут, маршрут отобразится в истории, на первом месте в списке станций отобразится станция из поля Откуда, на втором месте в списке станций отобразится станция из поля Куда

   **ФР:** После ввода новых станций построился маршрут, маршрут отобразился в истории, на первом месте в списке станций не отобразилась станция из поля Откуда, на втором месте в списке станций не отобразилась станция из поля Куда

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-47","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","При выборе английского языка в настройках часть элементов приложения отображается на русском языке","root","28 Aug 2023 17:51","28 Aug 2023 18:01",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург

**Шаги воспроизведения:**

1\. Установить в настройках английский язык

2\. Ввести в поле Откуда название станции ""Василеостровская""

3\. Ввести в поле Куда название станции ""Спортивная""

   **ОР:** Все элементы на карте, карточке маршрута, в полях ввода Куда, Откуда отображаются на английском языке

   **ФР:** Часть элементов в карточке маршрута отображаются на русском языке

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-46","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Не обновляется временной интервал маршрута","root","28 Aug 2023 17:14","28 Aug 2023 17:26",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург

**Шаги воспроизведения:**

1\. Установить время на эмуляторе 19:55

2\. Ввести в поле Откуда название станции ""Василеостровская""

3\. Ввести в поле Куда название станции ""Спортивная""

4\. Проверить, что отобразился маршрут с временным интервалом

5\. Установить время на эмуляторе 18:00

   **ОР:** Временной интервал изменился после изменения времени на эмуляторе

   **ФР:** Временной интервал не изменился после изменения времени на эмуляторе

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-45","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Не меняется тема в зависимости от времени в режиме Автоматически","root","28 Aug 2023 16:28","28 Aug 2023 16:31",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург

**Шаги воспроизведения:**

1. Выбрать в настройках Автоматически в разделе Темная тема

2. Установить время на эмуляторе 19:55

3. Проверить, что на экране отображается тема темная

   **ОР:** На экране отображается темная тема

   **ФР:** На экране не отображается темная тема

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-40","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Некорректное отображение списка станций в истории маршрута","root","26 Aug 2023 14:17","26 Aug 2023 20:21",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, построен маршрут между станциями Василеостровская и Приморская

**Шаги воспроизведения:**

| 1 | Ввести в поле Откуда название станции “Обухово“ |
| --- | --- |
| 2 | Ввести в поле Куда название станции “Удельная“ |
| 3 | После отображения информации о маршруте Обухово-Удельная кликнуть по полю Откуда |
| 4 | Проверить в Истории, что станция “Удельная” отображается первой в списке, а станция “Василеостровская” - последней |

**ОР:** После построения нового маршрута в истории новые станции расположены сверху, а станция, которая была первой в списке становится последней

**ФР:** После построения нового маршрута в истории новая станция не отображается сверху, а станция, которая была первой в списке становится последней

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-44","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Некорректное отображение полей Откуда и Куда при альбомной ориентации экрана","root","26 Aug 2023 15:39","26 Aug 2023 15:45",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, ориентация экрана - портретная

**Шаги воспроизведения:**

1 В поле Откуда ввести название станции “Василеостровская” 

2  В поле Куда ввести название станции “Приморская“ 

3  Изменить ориентацию экрана на горизрнтальную 

**ОР:** После перехода из портретной ориентации в альбомную поля ввода Откуда и Куда отображаются в левой части экрана 

**ФР:** После перехода из портретной ориентации в альбомную полей ввода Откуда и Куда поворота изображения не происходит

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-39","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Некорректное отображение деталей маршрута при альбомной ориентации экрана","root","26 Aug 2023 13:53","26 Aug 2023 15:33",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, ориентация экрана - портретная

**Шаги воспроизведения:**

| 1 | В поле Откуда ввести наименование станции “Василеостровская” |
| --- | --- |
| 2 | В поле Куда ввести наименование станции “Приморская” |
| 3 | После построения маршрута тапнуть по ссылке Детали маршрута |
| 4 | Поменять ориентацию экрана на горизонтальную |

**ОР:** При смене ориентации с портретной на ландшафтную детали маршрута отображаются в левой части экрана

**ФР:** После перехода из портретной ориентации в альбомную деталей маршрута поворота изображения не происходит

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-38","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Некорректное отображение карточки маршрута при альбомной ориентации экрана","root","26 Aug 2023 13:44","26 Aug 2023 15:30",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, ориентация экрана - портретная

**Шаги воспроизведения:**

| 1 | В поле Откуда ввести название станции “Василеостровская” |
| --- | --- |
| 2 | В поле Куда ввести название станции “Приморская“ |
| 3 | После построения маршрута изменить ориентацию экрана на горизрнтальную |

**ОР:** После перехода из портретной ориентации в альбомную карточка маршрута отображается в левой части экрана по центру, а поля ввода Откуда и Куда под ней

**ФР:** После перехода из портретной ориентации в альбомную карточки маршрута поворота изображения не происходит

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-37","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Некорректное отображение карточки станции при альбомной ориентации экрана","root","26 Aug 2023 13:41","26 Aug 2023 15:29",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург, ориентация экрана - портретная

**Шаги воспроизведения:**

| 1 | Нажать на карте с помощью лонг-тапа на станцию “Василеостровская” |
| --- | --- |
| 2 | После отображения карточки станции изменить ориентацию экрана на горизонтальную |

**ОР:** После перехода из портретной ориентации в альбомную карточка станции отображается в левой части экрана, по центру карточки расположены кнопки Отсюда и Сюда, под ними - кнопка Показать выходы

**ФР**\: После перехода из портретной ориентации в альбомную карточки станции поворота изображения не происходит

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-41","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Не отображается карточка станции после тапа по ней на карте, которая была выбрана ранее","root","26 Aug 2023 14:25","26 Aug 2023 15:28",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6

**Шаги воспроизведения:**

| 1 | Перейти в раздел Настройки |
| --- | --- |
| 2 | Включить чек-бокс “Выбор станции касанием”, если он был выключен |
| 3 | Выбрать город Санкт-Петербург |
| 4 | Выйти из раздела настроек на главную страницу |
| 5 | Нажать с помощью тапа на карте станцию Василеостровская |

**ОР:** После нажатия на станцию с помощью тапа на карте, которая была выбрана ранее, всплывает её карточка

**ФР:** После нажатия на станцию с помощью тапа на карте, которая была выбрана ранее, не всплывает её карточка

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-42","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Не отображается карточка станции после тапа по ней на карте, которая не была выбрана ранее","root","26 Aug 2023 14:27","26 Aug 2023 15:27",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6

**Шаги воспроизведения:**

| 1 | Перейти в раздел Настройки |
| --- | --- |
| 2 | Включить чек-бокс “Выбор станции касанием”, если он был выключен |
| 3 | Выбрать город Санкт-Петербург |
| 4 | Выйти из раздела настроек на главную страницу |
| 5 | Нажать с помощью тапа на карте на станцию Приморская |

**ОР:** После нажатия на станцию с помощью тапа на карте, которая не была выбрана ранее, станция выделяется и всплывает её карточка

**ФР:** После нажатия на станцию с помощью тапа на карте, которая не была выбрана ранее, станция выделяется и не всплывает её карточка

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-43","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Станцию можно выбрать на карте при выключенном чек-боксе ""Выбирать станции касанием""","root","26 Aug 2023 14:50","26 Aug 2023 15:27",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 2.13, выбран город Санкт-Петербург

**Шаги воспроизведения:**

1. Выключить чек-бокс ""Выбирать станции касанием"" в Настройках

2. Тапнуть на карте станцию Василеостровская

   **ОР:** Станцию нельзя выбрать на карте при выключенном чек-боксе ""Выбирать станции касанием""

   **ФР:** Станцию можно выбрать на карте при выключенном чек-боксе ""Выбирать станции касанием""

   **Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-36","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint6","Нет уведомления об ошибке при отсутствии интернет-соединения","root","26 Aug 2023 13:20","26 Aug 2023 15:26",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** установлено мобильное приложение Яндекс Метро, сборка для Android v 3.6, выбран город Санкт-Петербург

**Шаги Воспроизведения:**

Установить в настройках эмулятора авиарежим

**ОР:** После установки авиарежима появится уведомление об ошибке об отсутсвии интернет-соединения

**ФР:** После установки авиарежима не появляется уведомление об ошибке об отсутсвии интернет-соединения

**Окружение:** Honor 8, ОС Android 9.0 Pie, разрешение экрана 1080х1920, диагональ 5.5. Тестирование проводилось на эмуляторе Android Studio","0"
"12V-29","Наталья Соловьева, 12 поток, Venus","Звезда,sprint5","Пароль в скрытом виде не отображается на форме редактирования профиля","root","16 Jul 2023 12:08","17 Jul 2023 11:49",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница приложения Stellar Burgers, ссылка: <https://burger-frontend-13.prakticum-team.ru/>. У пользователя создан профиль с именем: Аркадий, Логином: [gorbushkin@yandex.ru](mailto:gorbushkin@yandex.ru), паролем: gorbushkin

**Шаги воспроизведения:**

| 1 | Нажать на кнопку Личный кабинет |
| --- | --- |
| 2 | В поле Логин ввести “gorbushkin@yandex.ru” |
| 3 | В поле Пароль ввести “gorbushkin” |
| 4 | Нажать на кнопку Войти |

**ОР:** в поле Пароль отображается исходный Пароль в соответствии с Требованиями <https://wiki.yandex.ru/homepage/trebovanijakstellarburgers/> и макетами <https://www.figma.com/file/7v96lSaXZov0qXKZDnAHLT/Burger?type=design&node-id=0-1&mode=design&t=JGbzGQKAJsshQTuy-0>

**ФР:** в поле Пароль не отображается исходный Пароль

**Окружение:** Yandex v.23.5.4.674 on Windows 11 с разрешением экрана 1920х1080, Chrome Версия 114.0.5735.199 on Windows  11 c разрешением экрана 1366х768.","0"
